period,accountsPayable,accountsReceivableTradeNet,accruedExpenses,accumulatedDepreciationTotal,additionalPaidInCapital,cashEquivalents,cashandShortTermInvestments,commonStockTotal,currentPortofLTDebtCapitalLeases,goodwillNet,intangiblesNet,longTermDebt,longTermInvestments,minorityInterest_x,noteReceivableLongTerm,notesPayableShortTermDebt,otherCurrentAssetsTotal,otherCurrentliabilitiesTotal,otherEquityTotal,otherLiabilitiesTotal,otherLongTermAssetsTotal,otherReceivables,prepaidExpenses,propertyPlantEquipmentTotalGross,propertyPlantEquipmentTotalNet,retainedEarnings,shortTermInvestments,tangibleBookValueperShare,totalAssets,totalCommonSharesOutstanding,totalCurrentAssets,totalCurrentLiabilities,totalDebt,totalEquity,totalInventory,totalLiabilities,totalLiabilitiesShareholdersEquity,totalLongTermDebt,totalReceivablesNet,treasuryStockCommon,unrealizedGainLoss,costofRevenueTotal,dilutedAverageShares,dilutedEPS,grossProfit,interestExpIncNetOperatingTotal,interestIncExpNetNonOperatingTotal,minorityInterest_y,netIncome,netIncomeAfterTaxes,netIncomeBeforeTaxes,operatingIncome,otherNonOperatingIncExpNet,otherOperatingExpensesTotal,provisionforIncomeTaxes,researchDevelopment,revenue,sellingGeneralAdminExpensesTotal,totalOperatingExpense,unusualExpenseIncome,amortization,capitalExpenditures,cashInterestPaid,cashTaxesPaid,cashfromFinancingActivities,cashfromInvestingActivities,cashfromOperatingActivities,changesinWorkingCapital,deferredTaxes,depreciationDepletion,financingCashFlowItems,foreignExchangeEffects,issuanceRetirementofDebtNet,issuanceRetirementofStockNet,netChangeinCash,netIncomeStartingLine,nonCashItems,otherInvestingCashFlowItemsTotal,totalCashDividendsPaid,ticker,market,deferredIncomeTax,preferredStockNonRedeemableNet,depreciationAmortization,equityInAffiliates,otherRevenueTotal,totalAdjustmentstoNetIncome,minorityInterest,payableAccrued,gainLossonSaleofAssets,cash,redeemablePreferredStockTotal,deferredPolicyAcquisitionCosts,insuranceReceivables,otherAssetsTotal,policyLiabilities,amortizationofPolicyAcquisitionCosts,lossesBenefitsandAdjustmentsTotal,netInvestmentIncome,realizedUnrealizedGainsLosses,totalPremiumsEarned,eSOPDebtGuarantee,totalPreferredSharesOutstanding,totalUtilityPlantNet,fuelExpense,operationsMaintenance,allowanceforFundsUsedDuringConst,cashDuefromBanks,customerLiabilityAcceptances,netLoans,otherBearingLiabilitiesTotal,otherEarningAssetsTotal,totalDeposits,totalShortTermBorrowings,interestIncomeBank,loanLossProvision,netInterestIncAfterLoanLossProv,netInterestIncome,nonInterestExpenseBank,nonInterestIncomeBank,totalInterestExpense,cashPayments,cashReceipts,uSGAAPAdjustment
2019-06-30,67.062,283.934,142.061,-1427.919,5290.382,8.664,8.664,3.606,,,,2838.975,113.987,61.524,,0.0,,43.136,-28.717,220.772,345.459,22.44999999999999,,8461.996,7071.877,-624.674,,12.86821,8014.127,360.625,,,2838.975,4640.597,,3373.53,8014.127,2838.975,306.384,,,76.608,362.926,0.11407,160.418,-4.143,-20.976,-0.615,71.053,71.569,78.185,99.161,,15.067,6.616,,237.026,13.42,61.257000000000005,-32.542,,-255.522,,,-23.016999999999996,-125.357,143.23299999999998,20.914,,69.45499999999998,5.497,,11.162999999999982,37.636,-5.141,71.66799999999999,-18.804000000000002,130.165,-77.31300000000002,DRE,US,,,69.455,,,-0.388,,,,,,,,167.756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,2632,3657,1429.0,,50191,3737,3737.0,7,3559,30018,12349,15608,1236,572,31,0.0,285,390,-1465,2384,648,0.0,,,10485.0,-11728,,-7.30697,66753.0,733.81983,11986.0,8010.0,19167.0,37005.0,4307,29748.0,66753.0,15608.0,3657,,0,3291,734.3,-1.01471,1537,,-111,-7,-2478.0,-2471.0,-2507.0,-2400.0,8,-3,-36,209,4828,541,3937.0,2662,,-238,,,1394.0,-224.0,802.0,167.0,-146,774,-17,15,1631,0,1987.0,-2471,2478,14.0,-220,DD,US,3174,,528,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,2846,3901,1354.0,,50605,1748,1748.0,7,3925,32317,12834,13618,1251,566,31,0.0,333,420,-1810,2393,661,0.0,,,10501.0,-9251,,-7.63157,67987.0,733.79378,10392.0,8545.0,17543.0,39551.0,4410,28436.0,67987.0,13618.0,3901,,0,3318,738.6,-0.00941,1903,,-150,-6,-616.0,-610.0,-566.0,-624.0,11,-9,44,236,5221,633,2527.0,1134,,-481,,,-344.0,-124.0,718.0,-19.0,-164,772,-17,-45,93,-198,205.0,-610,739,357.0,-222,DD,US,3314,,533,,,,,,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,2934,3837,1266.0,-4969.0,50796,1540,1540.0,7,2001,33151,13593,13615,1228,569,32,1829.0,303,316,-1416,2363,694,0.0,,15668.0,10699.0,-8400,0.0,-7.79485,69396.0,738.56473,9999.0,8346.0,17447.0,40987.0,4319,28409.0,69396.0,13617.0,3837,0.0,0,3408,740.6,0.32226,1796,,-227,-12,176.0,126.0,189.0,372.0,14,31,63,231,5204,650,1424.0,217,,-381,,,-653.0,-506.0,578.0,-14.0,-135,533,-9,11,-142,-280,-570.0,188,6,-125.0,-222,DD,US,3514,,295,,,0.0,,,30,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,2944,3998,1439.0,-4822.0,51155,2107,2113.0,7,5,32935,13769,15608,1698,568,35,1970.0,271,258,-1529,2507,691,0.0,,15125.0,10303.0,-8289,6.0,-7.21712,70119.0,742.6789,10688.0,6616.0,17585.0,41344.0,4306,28775.0,70119.0,15610.0,3998,0.0,0,3531,747.7,0.72191,1895,,-156,-5,372.0,372.0,450.0,521.0,21,-16,78,225,5426,645,1374.0,273,,-291,,,-236.0,-150.0,882.0,94.0,-98,499,-14,-50,352,-350,446.0,377,10,141.0,-224,DD,US,3474,,247,,,0.0,,,64,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,3020,4252,1540.0,-4667.0,51129,1661,1669.0,7,6,33330,14150,15606,1682,570,36,1615.0,312,276,-831,2540,677,0.0,,15012.0,10345.0,-8299,8.0,-7.32363,70843.0,747.44352,10623.0,6457.0,17229.0,42006.0,4390,28837.0,70843.0,15608.0,4252,0.0,0,3496,749.0,-0.0536,1972,,-124,-9,-571.0,-1103.0,-948.0,-852.0,18,39,155,232,5468,642,2824.0,1659,,-661,,,-9629.0,-657.0,-77.0,-1189.0,-193,644,-97,-2,-1805,-98,-10365.0,-536,1197,4.0,-7629,DD,US,3662,,252,,,0.0,,,10,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,1598,4392,3873.0,-3818,10714,3679,3679.0,3,734,2017,5731,8070,,344,,542.0,270,1148,-612,3153,4296,0.0,646,7365,4975.0,-5177,,-11.6872,26006.0,253.52533,8987.0,7895.0,9948.0,4785.0,,21221.0,26006.0,8672.0,4392,-152,9,3773,253.56,-3.66067,1042,,-44,6,-3495.0,-3501.7,-3562.0,-3518.0,,-360,-60.3,,4815,444,4560.0,3950,,-228,94,45,962.0,-15.0,288.0,-514.0,-56.0,531,-2,-116,1017,0,1119.0,-3501,3828,213.0,-53,DXC,US,1157,,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,1576,4619,4295.0,-4317,10701,2560,2560.0,3,772,6003,6140,6676,,352,,809.0,344,1332,-187,3210,4158,0.0,660,7948,5115.0,-1628,,-13.39,29599.0,253.47278,8183.0,8784.0,8896.0,8749.0,,20850.0,29599.0,7315.0,4619,-151,11,3827,256.05,0.85995,1194,,-61,-8,82.0,90.0,127.0,188.0,,-118,37.0,,5021,450,1006.0,195,,-162,99,72,-785.0,-75.0,477.0,-403.0,,483,-15,63,-631,-85,-320.0,90,307,87.0,-54,DXC,US,1189,,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,1603,4611,4110.0,-4182,10793,2880,2880.0,3,784,5784,6293,7010,,320,,687.0,328,1790,-439,2705,3912,0.0,671,7737,5037.0,-1668,,-13.79846,29516.0,255.60818,8490.0,8974.0,9169.0,8550.0,,20966.0,29516.0,7698.0,4611,-150,11,3679,258.71,-2.31147,1172,,4,-4,-2119.0,-2115.0,-1999.0,-2003.0,,-68,116.0,,4851,436,3175.0,2340,,-236,87,87,-407.0,-225.0,1651.0,238.0,,472,4,-7,-208,-147,1012.0,-2115,3056,11.0,-56,DXC,US,1269,,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,1517,5234,4512.0,-4150,10916,1868,1868.0,3,807,8806,6468,7155,,304,,704.0,360,1798,-361,2848,3894,0.0,728,7778,5219.0,494,,-16.66326,32577.0,261.71352,8190.0,9338.0,9404.0,10913.0,,21664.0,32577.0,7893.0,5234,-149,10,3622,268.97,1.35494,1268,,-80,-5,163.0,168.0,206.0,286.0,,-137,38.0,,4890,402,982.0,247,,-240,91,43,887.0,-1822.0,-66.0,-875.0,,474,-48,-30,1479,-493,-1031.0,168,167,-1582.0,-51,DXC,US,1281,,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,16736,1124,,,4318,6835,6835.0,2,,2509,419,1411,46530,,8885,42146.0,,,-168,1044,,0.0,,,339.0,1678,,13.1293,67856.0,221.03242,,,43557.0,6519.0,,61337.0,67856.0,1411.0,1124,,,87,222.742,0.7736,663,,,,181.0,181.0,256.0,256.0,,41,75,,750,312,407.0,16,,-34,46,-22,3382.0,-3997.0,4821.0,4589.0,-11,57,-12,,3540,-95,4206.0,181,5,-3963.0,-51,ETFC,US,,689,38,,,-20,,,,,,,,1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,13742,1395,235.0,,4416,2629,2629.0,2,,2510,433,1410,41470,,11270,38606.0,,,-28,880,,0.0,,,534.0,1464,,13.07596,61416.0,222.62233,,,40016.0,6543.0,,54873.0,61416.0,1410.0,1395,,,95,225.127,0.82768,644,,,,172.0,172.0,252.0,252.0,,13,80,,739,320,392.0,21,,-32,56,60,-1986.0,879.0,1878.0,1612.0,39,57,-1,,-1776,-177,771.0,172,-2,911.0,-32,ETFC,US,,689,38,,,0,,,,,,,,1175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,12274,1038,243.0,,4578,1858,1858.0,2,,2485,446,1410,42562,,11606,40382.0,,,-24,829,,0.0,,,549.0,1324,,13.0029,61707.0,226.79548,,,41792.0,6569.0,,55138.0,61707.0,1410.0,1038,,,102,236.313,1.08095,731,,,,274.0,274.0,380.0,380.0,,15,106,,833,295,351.0,2,,-36,69,29,-830.0,617.0,743.0,363.0,62,56,-3,,-207,-566,530.0,274,-12,653.0,-54,ETFC,US,,689,39,,,-20,,,,,,,,1163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,11775,902,236.0,,5133,1328,1328.0,2,,2485,461,1410,43112,,11779,40589.0,,,-58,710,,0.0,,,531.0,1104,,13.4783,61590.0,240.01547,,,41999.0,6870.0,,54720.0,61590.0,1410.0,902,,,102,243.465,0.89951,653,,,,219.0,219.0,295.0,295.0,,19,76,,755,303,358.0,0,,-43,65,20,-6299.0,6386.0,41.0,-354.0,51,58,-4,,-6039,-222,128.0,219,67,6429.0,-34,ETFC,US,,689,36,,,0,,,,,,,,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,770,1045,168.0,-7584,2109,680,680.0,2,585.0,4417,1962,5399,,75,,310.0,76,482,-146,1635,550,391.0,,13082,5685.0,8133,,-1.92869,16465.0,135.84346,3851.0,2315.0,6294.0,6117.0,1659,10348.0,16465.0,5399.0,1436,-3930,-51,1664,136.5,2.00464,577,-3,-52,-2,258.0,260.0,316.0,368.0,,-28,56,61,2241,160,209.0,19,,-99,,,408.0,-101.0,171.0,-249.0,12,139,,-2,539,-41,476.0,260,9,-2.0,-90,EMN,US,924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,890,1045,231.0,-7333,2105,204,204.0,2,,4431,2011,5610,,74,,171.0,80,497,-158,1662,477,330.0,,12904,5768.0,7965,,-3.56034,16008.0,135.94225,3321.0,1789.0,5781.0,5958.0,1662,10050.0,16008.0,5610.0,1375,-3900,-56,1708,137.3,1.21668,497,1,-53,-1,26.0,27.0,9.0,62.0,,124,-18,60,2205,176,435.0,74,,-117,,,-556.0,-120.0,671.0,270.0,10,149,,2,-469,-5,-3.0,27,215,-3.0,-85,EMN,US,915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,716,1249,218.0,-7364,2092,207,207.0,2,250.0,4464,2034,5567,,77,,392.0,68,504,-156,1506,460,221.0,,12898,5739.0,8029,,-3.51656,16137.0,135.92842,3440.0,2080.0,6209.0,6020.0,1695,10117.0,16137.0,5567.0,1470,-3900,-47,1751,137.8,1.94271,574,2,-54,-1,266.0,267.0,313.0,367.0,,-19,46,59,2325,163,207.0,2,,-110,,,-250.0,-141.0,416.0,-4.0,2,151,-2.0,-4,-90,-73,21.0,267,0,-31.0,-85,EMN,US,887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,814,1295,172.0,-7298,2079,186,186.0,2,250.0,4481,2093,5623,,77,,481.0,82,509,-172,1573,405,223.0,,12848,5761.0,7848,,-5.14811,16256.0,136.94335,3516.0,2226.0,6354.0,5869.0,1730,10387.0,16256.0,5623.0,1518,-3825,-63,1774,139.1,1.96084,589,-1,-55,-1,258.0,259.0,316.0,371.0,,-21,57,57,2363,165,218.0,18,,-92,,,-339.0,-94.0,422.0,0.0,7,156,5.0,2,-131,-127,-9.0,259,0,-2.0,-86,EMN,US,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,1620,2647,254.0,-4419,12228,,496.0,4,1223,12497,4241,6906,,47,,139.0,2405,2253,-4811,3408,2074,0.0,527,7742,3323.0,6767,204,-6.37341,30348.0,400.1,8213.0,5489.0,8268.0,14188.0,2138,16160.0,30348.0,6906.0,2647,,,2877,401.3,0.44107,979,,-38,-3,51.0,54.0,47.0,85.0,,77,-7,126,3856,691,894.0,0.0,,-90,,,-504.0,-200.0,756.0,433.0,48,198,-6,1,-200,3,53.0,54,23,-110.0,-301,ETN,US,310,,,,,,,,,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,1785,2951,274.0,-4357,12203,,417.0,4,250,12397,4319,7842,,43,,337.0,2495,2298,-4969,3417,2086,0.0,461,7730,3373.0,7007,178,-6.1775,30845.0,400.0,8670.0,4944.0,8429.0,14245.0,2346,16600.0,30845.0,7842.0,2951,,,3302,411.1,0.61056,1487,,-34,0,438.0,438.0,621.0,655.0,,35,183,153,4789,865,832.0,-221.0,,-112,,,-1530.0,1100.0,322.0,-220.0,-16,199,-32,-23,79,-1286,-131.0,438,-79,1212.0,-291,ETN,US,354,,,,,,,,,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,2114,3437,449.0,-5210,12200,,591.0,4,248,13456,4638,7798,,51,,255.0,1439,2066,-4292,3325,2051,0.0,456,9142,3932.0,8170,221,-4.86813,32805.0,413.3,8728.0,5132.0,8322.0,16082.0,2805,16723.0,32805.0,7819.0,3437,,,3556,415.7,1.35975,1682,,-53,-1,452.0,453.0,532.0,585.0,,71,79,152,5238,874,1097.0,0.0,,-146,279.0,425.0,-71.0,-1034.0,937.0,194.0,0,216,-2,-11,250,-25,-179.0,453,74,-888.0,-294,ETN,US,396,,,,,,,,,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,2290,3787,421.0,-5210,12151,,830.0,4,6,13337,4657,7999,,52,,2.0,25,1942,-4369,3012,1962,0.0,469,9137,3927.0,8062,281,-5.1911,31895.0,413.4,8012.0,4661.0,8021.0,15848.0,2901,16047.0,31895.0,8013.0,3787,,,3512,418.4,1.51458,1802,,-54,-1,601.0,602.0,718.0,772.0,,-2,116,147,5314,885,1030.0,0.0,,-143,,,-824.0,-122.0,1083.0,325.0,-78,226,-3,0,0,-523,137.0,602,8,21.0,-298,ETN,US,309,,,,,,,,,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,2268,3944,357.0,-5215,12112,,797.0,4,5,13463,4766,8066,,55,,2.0,44,1818,-4110,2965,1960,0.0,488,9144,3929.0,8300,385,-4.57857,32244.0,420.0,8126.0,4450.0,8086.0,16306.0,2853,15938.0,32244.0,8079.0,3944,,,3697,423.1,1.53171,1836,,-63,0,636.0,636.0,738.0,801.0,,-23,102,151,5533,907,1035.0,,,-149,,,-128.0,-642.0,880.0,-2.0,10,221,-14,-1,448,-255,109.0,636,15,-493.0,-307,ETN,US,389,,,,,,,,,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,305,845,2440.0,,15844,1006,5284.0,2,500,4910,56,8161,832,,,16.0,1265,1431,315,1675,4922,0.0,,,1900.0,21681,4278,-2.92766,20014.0,705.0,7394.0,4692.0,8677.0,2902.0,,17112.0,20014.0,8161.0,845,-34946,6,598,711.0,1.13729,2267,,182,,746.0,740.0,1003.0,821.0,,,263,308,2865,1036,1446.0,93,,-98,45,50,-209.0,-637.0,964.0,44.0,52,172,-41,8,-68,12,126.0,746,-50,-539.0,-112,EBAY,US,2584,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,268,635,2154.0,,15723,880,4411.0,2,1000,4850,50,7724,1077,,,15.0,1202,1236,311,1798,4697,0.0,,,2007.0,21051,3531,-3.9729,18929.0,701.0,6248.0,4673.0,8739.0,2115.0,,16814.0,18929.0,7724.0,635,-34946,-26,526,757.0,0.75238,1848,,2,,3412.0,485.0,631.0,629.0,,,146,267,2374,833,1219.0,110,,-98,93,63,-3161.0,2506.0,592.0,-134.0,52,147,-49,-34,994,-3992,-97.0,3412,-2885,2604.0,-114,EBAY,US,2619,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,270,700,2379.0,-2.0,16126,975,2804.0,2,1011,5153,67,6722,1316,,,11.0,1202,395,379,1854,4794,0.0,,661.0,2138.0,17754,1829,-2.95226,18174.0,796.0,4706.0,4066.0,7760.0,2870.0,,15304.0,18174.0,6738.0,700,-31396,5,650,814.0,0.72443,2171,,15,,556.0,558.0,634.0,619.0,,81.0,76,308,2821,1116,1552.0,36,,-139,45,110,-1108.0,358.0,811.0,-80.0,34,167,-40,26,0,-955,87.0,556,134,497.0,-113,EBAY,US,2646,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,296,714,2492.0,-1.0,15988,897,3074.0,2,509,5097,79,7219,1446,,,9.0,1421,379,358,1904,4733,0.0,,662.0,2150.0,17315,2177,-2.32723,18714.0,819.0,5209.0,3685.0,7753.0,3270.0,,15444.0,18714.0,7235.0,714,-30396,3,627,837.0,0.37037,2022,,-142,,310.0,310.0,390.0,532.0,,76.0,80,313,2649,1089,1490.0,0,,-96,106,2,-2725.0,1143.0,1009.0,224.0,12,170,-42,-39,-1550,-1018,-612.0,310,293,1239.0,-115,EBAY,US,2620,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,303,797,2474.0,-1.0,15911,1508,4464.0,2,2048,5185,94,7224,1936,,,15.0,1583,369,464,1927,4867,0.0,,700.0,2243.0,17125,2956,-1.39311,21169.0,842.0,6844.0,5209.0,9306.0,4106.0,,17063.0,21169.0,7243.0,797,-29396,0,553,867.0,0.46409,1870,,-51,,402.0,400.0,507.0,558.0,,63.0,107,295,2423,941,1312.0,3,,-137,47,128,-1653.0,728.0,744.0,-87.0,35,175,-65,-10,0,-1468,-191.0,402,219,865.0,-120,EBAY,US,2684,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,1279.5,2855.9,863.9,-4149.0,6018.1,1661.9,1661.9,360.8,1.2,7231.5,3591.9,6744.0,,38.5,,1037.1,90.5,1075.7,-2113.7,1740.2,599.9,150.19999999999982,148.9,8628.2,4479.2,10136.9,,-6.92012,22339.6,289.2,6437.1,4257.4,7782.3,8822.1,1529.7,13517.5,22339.6,6744.0,3006.1,-5580.0,,1714.1,288.35,1.07851,1306.5,,-48.3,-4.3,283.4,296.3,343.3,376.2,15.4,,47.0,,3020.6,908.3,930.3000000000002,22.0,80.3,-160.7,,,1265.8,-165.7,371.8,-176.7,-5.3,169.3,-1.6,3.6,1424.5,-11.6,1475.5,290.2,14.0,-5.0,-145.5,ECL,US,737.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,1284.3,2796.5,907.0,-4065.3,5907.1,186.4,186.4,359.6,300.9,7251.7,3672.5,5973.5,,40.5,,79.7,87.4,1058.7,-2089.7,1798.8,584.1,133.69999999999982,118.8,8597.7,4532.4,9993.7,,-7.76318,20869.1,288.4,4828.4,3630.6,6354.1,8685.3,1505.6,12183.8,20869.1,5973.5,2930.2,-5485.4,,2215.3,292.5,1.67528,1608.3,-4.8,-46.2,-4.7,429.6,434.3,527.6,550.9,22.9,,93.3,,3823.6,988.8,1057.3999999999996,73.4,79.0,-250.20000000000005,,,-502.0999999999999,-269.89999999999986,820.9999999999998,179.4,-55.400000000000006,165.8,26.3,1.5,-401.5,10.0,50.5,434.29999999999995,17.9,-19.69999999999999,-136.89999999999998,ECL,US,740.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,1269.4,2722.5,859.7,-3942.0,5874.1,135.9,135.9,359.4,300.7,7220.6,3728.3,5966.9,,44.7,,478.4,120.2,1011.3,-1884.7,1515.2,584.8,154.9000000000001,149.9,8373.8,4431.8,9699.7,,-8.26232,20835.6,288.2,4870.1,3919.5,6746.0,8567.7,1586.7,12267.9,20835.6,5966.9,2877.4,-5480.8,,2200.0,292.8,1.7732,1617.9,-15.1,-46.1,-5.1,464.2,465.0,562.3,587.6,20.8,,97.3,,3817.9,973.7,1030.3000000000002,71.7,79.69999999999999,-179.89999999999998,,,-371.8,-271.70000000000005,682.2,52.099999999999966,20.900000000000002,165.0,-1.0,11.499999999999998,-284.4,50.900000000000006,50.20000000000002,469.30000000000007,-104.8,-91.80000000000001,-137.3,ECL,US,821.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,1297.9,2747.1,619.1,-3831.6,5815.7,85.7,85.7,358.9,300.6,7234.1,3776.2,5987.1,,44.0,,768.8,83.7,1141.3,-1836.4,1652.2,547.1,157.80000000000018,153.9,8248.3,4416.7,9368.0,,-9.67651,20827.6,287.8,4853.5,4127.7,7056.5,8225.4,1625.3,12602.2,20827.6,5987.1,2904.9,-5480.8,,2205.0,292.1,1.44243,1554.4,-12.6,-49.5,-3.6,368.6,378.4,470.0,498.6,20.9,,91.6,,3759.4,1010.6,1055.8000000000002,57.8,80.7,-183.5,,,-358.2,-180.10000000000002,539.4,-113.99999999999997,1.9,164.3,-0.5,5.6000000000000005,-54.3,-164.10000000000002,6.699999999999989,372.20000000000005,34.3,3.3999999999999773,-139.29999999999998,ECL,US,791.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,1657,936,377.0,-90,,524,524.0,5908,1029,,,19238,4650,,,475.0,2797,2361,-65,20173,11380,108.0,49,929,839.0,8410,,37.68566,67051.0,378.2075,4796.0,5899.0,20742.0,16446.0,382,50605.0,67051.0,19238.0,1044,,,1068,376.0,1.01665,,,-222,,348.0,348.0,352.0,500.0,44,103,4,,2987,,1419.0,65,,-1246,136,0,-8.0,-1114.0,310.0,-510.0,0,504,-27,,-567,814,-812.0,348,-32,132.0,-228,EIX,US,5295,,489,,,-30,,,,,2193,,,,,,,,,,,,45386,,762.0,30.0,,,,,,,,,,,,,,,,,
2020-03-31,1454,795,74.0,-88,,1337,1337.0,5085,901,,,19125,4341,,,1275.0,2127,2544,-67,19936,11271,131.0,158,858,770.0,8333,,36.73141,66026.0,363.47635,4911.0,6248.0,21301.0,15544.0,363,50482.0,66026.0,19125.0,926,,,928,364.0,0.65275,,,-216,,213.0,213.0,129.0,302.0,22,111,-84,,2790,,1560.0,84,,-1268,233,0,2231.0,-1278.0,315.0,-441.0,-58,501,-31,,2404,84,1268.0,213,100,-10.0,-226,EIX,US,5173,,484,,,-30,,,,,2193,,,,,,,,,,,,44733,,881.0,21.0,,,,,,,,,,,,,,,,,
2019-12-31,1752,788,80.0,-80,,68,68.0,4990,479,,,17864,4626,,,550.0,2008,2662,-69,20421,11218,118.0,214,860,780.0,8382,,36.75013,64382.0,361.98513,3560.0,5523.0,18893.0,15496.0,364,48886.0,64382.0,17864.0,906,,,991,362.0,1.15815,,,-214,0.0,173.0,173.0,107.0,287.0,8,97,-66,,2970,,1692.0,425,,-1380,123,-20,345.0,-1333.0,510.0,-86.0,-63,487,-86,,343,304,-478.0,173,-1,47.0,-216,EIX,US,5078,,470,,,-30,,,,,2193,,,,,,,,,,,,44198,,700.0,26.0,,,,,,,,,,,,,,,,,
2019-09-30,1663,1099,91.0,-84,,547,547.0,4746,479,,,17066,4568,,,1000.0,2248,2770,-55,20767,11042,127.0,293,874,790.0,8469,,36.70616,64212.0,358.52296,4662.0,6003.0,18545.0,15353.0,348,48859.0,64212.0,17066.0,1226,,,1708,349.0,1.34957,,,-201,0.0,502.0,502.0,480.0,636.0,19,97,-22,,3741,,1397.0,0,,-1262,281,0,2907.0,-1209.0,-1415.0,-1.0,-39,479,-40,,967,2175,283.0,502,-2356,53.0,-195,EIX,US,5023,,459,,,-31,,,,,2193,,,,,,,,,,,,43150,,841.0,26.0,,,,,,,,,,,,,,,,,
2019-06-30,1578,795,108.0,-83,,257,257.0,2555,479,,,15883,4504,,,1213.0,2019,2287,-57,20204,7925,127.0,407,910,827.0,8222,,32.90249,59521.0,325.81121,3936.0,5665.0,17575.0,12913.0,331,46608.0,59521.0,15883.0,922,,,1135,327.0,1.5367,,,-204,0.0,422.0,422.0,344.0,500.0,16,91,-78,,2812,,1177.0,170,,-1161,101,-65,642.0,-1150.0,388.0,-452.0,-68,339,-28,,873,-4,-120.0,422,147,11.0,-199,EIX,US,4856,,321,,,-30,,,,,2193,,,,,,,,,,,,42329,,595.0,32.0,,,,,,,,,,,,,,,,,
2020-06-30,153.4,567.9,513.5,,1323.9,903.5,1163.8,633.5,,1167.7,333.5,594.7,594.4,,,0.0,166.2,206.3,-154.6,935.8,357.9,0.0,57.3,,1280.3,3930.3,260.3,3.76231,6424.1,621.4,2690.3,873.2,594.7,3839.1,735.1,2585.0,6424.1,594.7,567.9,-1902.5,8.5,238.2,620.3,0.20157,686.8,,3.0,,-121.9,-121.9,-168.2,-169.7,-1.5,19.6,-46.3,182.1,925.0,274.9,856.5,379.9,,-108.3,,,24.100000000000023,-10.200000000000017,231.2,330.3,-42.800000000000004,24.5,-4.3,-4.5,-0.8999999999999999,29.300000000000068,240.60000000000002,-121.90000000000003,41.1,98.1,,EW,US,181.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
